var_1,var_2,var_3,var_4,var_5
0.4967141530112327,,0.6476885381006925,1.5230298564080254,-0.23415337472333597
-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,
-0.46341769281246226,,0.24196227156603412,-1.913280244657798,
-0.5622875292409727,,0.3142473325952739,-0.9080240755212109,
1.465648768921554,,0.06752820468792384,-1.4247481862134568,
0.11092258970986608,,0.37569801834567196,-0.600638689918805,
-0.6017066122293969,,-0.013497224737933921,-1.0577109289559004,
-1.2208436499710222,,-1.9596701238797756,-1.3281860488984305,
0.7384665799954104,,-0.11564828238824053,-0.3011036955892888,
-0.7198442083947086,,1.0571222262189157,0.3436182895684614,
0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951
0.9312801191161986,,-0.3092123758512146,0.33126343140356396,
-0.47917423784528995,,-1.1063349740060282,-1.1962066240806708,0.812525822394198
1.356240028570823,-0.07201012158033385,1.0035328978920242,0.36163602504763415,
0.36139560550841393,,-0.03582603910995154,1.5646436558140062,
0.8219025043752238,,-0.29900735046586746,0.0917607765355023,
-0.21967188783751193,,1.477894044741516,-0.5182702182736474,
-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,
0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,
-1.4635149481321186,,0.26105527217988933,0.00511345664246089,
-1.4153707420504142,,-0.3427145165267695,-0.8022772692216189,
0.4040508568145384,,0.17457781283183896,0.25755039072276437,
-1.9187712152990415,,0.06023020994102644,2.463242112485286,
0.30154734233361247,-0.03471176970524331,-1.168678037619532,1.1428228145150205,
0.7910319470430469,-0.9093874547947389,1.4027943109360992,-1.4018510627922809,0.5868570938002703
2.1904556258099785,,-0.5662977296027719,0.09965136508764122,
-1.5506634310661327,,-1.0623037137261049,0.4735924306351816,
1.5499344050175394,,-0.3220615162056756,0.8135172173696698,
0.22745993460412942,,-1.6074832345612275,0.1846338585323042,
0.7818228717773104,,-1.3204566130842763,0.5219415656168976,0.29698467323318606
0.25049285034587654,0.3464482094969757,-0.6800247215784908,0.23225369716100355,
-0.7143514180263678,,0.4738329209117875,-1.1913034972026486,0.6565536086338297
-0.9746816702273214,0.787084603742452,1.158595579007404,-0.8206823183517105,
0.4127809269364983,0.82206015999449,1.8967929826539474,-0.2453881160028705,-0.7537361643574896
-0.8895144296255233,,-0.0771017094141042,0.3411519748166439,
0.8271832490360238,,1.4535340771573169,-0.2646568332379561,2.720169166589619
0.6256673477650062,-0.8571575564162826,-1.0708924980611123,0.4824724152431853,
0.714000494092092,,-0.07282891265687277,-0.846793718068405,-1.5148472246858646
-0.4465149520670211,0.8563987943234723,0.21409374413020396,-1.245738778711988,
0.3853173797288368,,0.1537251059455279,0.058208718445999896,
0.3577873603482833,,1.083051243175277,1.053802052034903,
-0.9378250399151228,0.5150352672086598,0.5137859509122088,0.5150476863060479,
0.570890510693167,,0.9540017634932023,0.651391251305798,
0.7589692204932674,-0.7728252145375718,-0.23681860674000887,-0.48536354782910346,0.08187413938632256
2.3146585666735087,,0.6862601903745135,-1.6127158711896517,
1.088950596967366,0.06428001909546277,-1.0777447779293061,-0.7153037092599682,
-0.7303666317171367,,0.045571839903813784,-0.6516003476058171,2.1439440893253257
0.6339190223180112,,0.18645431476942764,-0.661786464768388,
-0.7925207384327007,,0.5049872789804571,0.8657551941701215,-1.2002964070557762
-0.3345012358409484,,-0.6533292325737119,1.7654542402810969,0.40498171096095553
-1.2608839543350452,0.9178619470547761,2.1221561970126332,1.0324652605511468,
-0.48423407286625136,1.2669111491866227,-0.7076694656187807,0.44381942814622843,0.7746340534293368
-0.926930471578083,-0.05952535606180008,-3.2412673400690726,-1.0243876413342898,
-1.2477831819648495,,-1.4301413779606327,-0.44004448669698376,
1.4412732890661155,,1.1631637521549596,0.010233061019587049,-0.9815086510479509
0.46210347426327075,,-0.6002168771587947,0.06980208499001891,-0.3853135968617602
0.11351734525124804,0.6621306745210467,1.586016816145352,-1.237815498826849,
-1.9520877995225019,,0.5883172064845765,0.28099186773503265,
-0.20812225035727522,,-0.5893647569442115,0.8496020970210246,
-0.6929095952606542,,0.30729952087660933,0.8128621188389601,
-0.8289950109220723,,0.7472936051232618,0.6103702654334648,
0.117327383308782,,-0.5915713888358299,0.5470973811700379,-0.20219265243389406
-0.2176812032272203,,0.8254163489880298,0.8135096360006385,1.305478807154329
0.02100384163275905,,-0.31026675659345604,0.3241663524884421,
0.09699596499271819,,-0.8182206832334725,2.0923872756854602,
-1.2141886127877322,,0.7916626939629359,0.6241198170521551,
-0.012246772846914623,-0.8972543714858315,0.07580455819372633,-0.6771617115121117,
-0.14705738150213865,,-0.32138584165299344,0.41293145427562433,
-0.8222203955664315,,0.24496657110872277,-0.5069431753711298,
0.2320499373576363,,-1.4074637743765552,-0.718444221252436,
0.3109075655980046,,0.8576596232020194,-0.1599385299634271,
-1.0025293646378088,-0.01851313599238993,-0.2886586389201383,0.3227185603380895,-0.827230943552323
0.5193465142411723,,-0.1087601484568576,0.40171172209894146,0.6901439917111125
-0.40122047188583626,,0.01259240078179486,0.09767609854883172,
0.024510174258942714,,1.4511436077950417,0.9592708260852069,2.1531824575115563
-0.7673475628880495,,0.18334200573835174,2.1898029332176723,
-0.8397218421807761,,-2.123895724309807,-0.525755021680761,
0.15039378647620763,,1.8761708392158862,0.9504238381860503,-0.5769036556624031
-0.898414671348358,0.4919191715065057,-1.3202332070206422,1.8314587658543537,
-0.4691756521047048,,1.3538723741654128,-0.11453984525261789,
-1.594427658794367,,0.005243699718183166,0.046980593764742055,
0.6228499323474987,,-0.1423794850212935,0.12029563171189886,
0.7116148780888898,-1.1246420918378692,-1.5341141707356223,1.277676821898509,
-0.7484865365565536,,0.11567463429285867,1.1792971840638264,
2.060747924881987,1.7553408424432044,-0.2489641484790735,0.9715709509543554,
1.3686315575323487,,0.6860514599984393,1.0584244868495878,
-1.183258512665775,,-0.26940683444455776,0.7175422557959623,
0.07409478041977519,,-1.3801014582148914,-1.7033824393551547,
0.3840654489393073,,-2.0674421000398766,-0.08912003951278841,
0.6696725488300385,,-0.9398797863273552,-0.5138669173366935,
-0.06267909727317188,,-0.9857260463355437,0.5040465155178444,
-0.7928728322623442,,-1.035242322419374,-0.553649305347182,-1.1978778925888485
1.9647251329163893,,-0.6997255079925856,0.213979910734222,
-0.22096959953322298,0.6141667000434252,0.7575077100473051,-0.5305011476105275,
-0.275051697151644,,-1.5151910621985523,1.3668742674445247,
-0.24903603955637832,,0.3112501545435361,3.0788808084552377,
-0.12791759148076653,,-1.6064463202575725,0.2034636358672231,
-1.4222537095976742,,-1.081548003614395,1.6871416350725648,0.8816397569494505
-0.007972641316617372,,0.0773683076476183,-0.8612842013282637,1.5231240772696573
0.5389100436846587,,-0.1903386780836082,-0.8756182533847572,
