var_1,var_2,var_3,var_4,var_5
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,
-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,
-0.46341769281246226,-0.46572975357025687,0.24196227156603412,,-1.7249178325130328
-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212109,-1.4123037013352915
1.465648768921554,-0.22577630048653566,0.06752820468792384,,-0.5443827245251827
0.11092258970986608,-1.1509935774223028,0.37569801834567196,,-0.2916937497932768
-0.6017066122293969,1.8522781845089378,-0.013497224737933921,,0.822544912103189
-1.2208436499710222,0.2088635950047554,-1.9596701238797756,,
0.7384665799954104,0.1713682811899705,-0.11564828238824053,,-1.4785219903674274
-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734
0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951
0.9312801191161986,-0.8392175232226385,-0.3092123758512146,,
-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.1962066240806708,0.812525822394198
1.356240028570823,-0.07201012158033385,1.0035328978920242,,
0.36139560550841393,1.5380365664659692,-0.03582603910995154,1.5646436558140062,
0.8219025043752238,0.08704706823817122,-0.29900735046586746,,-1.9875689146008928
-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876
-0.5017570435845365,0.9154021177020741,0.32875110965968446,,
0.09707754934804039,0.9686449905328892,-0.7020530938773524,,-0.39210815313215763
-1.4635149481321186,0.29612027706457605,0.26105527217988933,0.00511345664246089,
-1.4153707420504142,-0.42064532276535904,-0.3427145165267695,,-0.16128571166600914
0.4040508568145384,1.8861859012105302,0.17457781283183896,,
-1.9187712152990415,-0.026513875449216878,0.06023020994102644,2.463242112485286,
0.30154734233361247,-0.03471176970524331,-1.168678037619532,,
0.7910319470430469,-0.9093874547947389,1.4027943109360992,-1.4018510627922809,
2.1904556258099785,-0.9905363251306883,-0.5662977296027719,,
-1.5506634310661327,0.06856297480602733,-1.0623037137261049,,-0.9194242342338032
1.5499344050175394,-0.7832532923362371,-0.3220615162056756,0.8135172173696698,-1.2308643164339552
0.22745993460412942,1.307142754282428,-1.6074832345612275,0.1846338585323042,
0.7818228717773104,-1.236950710878082,-1.3204566130842763,,
0.25049285034587654,0.3464482094969757,-0.6800247215784908,0.23225369716100355,0.29307247329868125
-0.7143514180263678,1.8657745111447566,0.4738329209117875,,0.6565536086338297
-0.9746816702273214,0.787084603742452,1.158595579007404,-0.8206823183517105,0.9633761292443218
0.4127809269364983,0.82206015999449,1.8967929826539474,-0.2453881160028705,-0.7537361643574896
-0.8895144296255233,-0.8158102849654383,-0.0771017094141042,0.3411519748166439,0.27669079933001905
0.8271832490360238,0.01300189187790702,1.4535340771573169,-0.2646568332379561,2.720169166589619
0.6256673477650062,-0.8571575564162826,-1.0708924980611123,,-0.2234627853258509
0.714000494092092,0.47323762457354485,-0.07282891265687277,,-1.5148472246858646
-0.4465149520670211,0.8563987943234723,0.21409374413020396,,
0.3853173797288368,-0.883857436201133,0.1537251059455279,0.058208718445999896,-1.142970297830623
0.3577873603482833,0.5607845263682344,1.083051243175277,,-1.377669367957091
-0.9378250399151228,0.5150352672086598,0.5137859509122088,,
0.570890510693167,1.135565640180599,0.9540017634932023,0.651391251305798,
0.7589692204932674,-0.7728252145375718,-0.23681860674000887,,
2.3146585666735087,-1.867265192591748,0.6862601903745135,-1.6127158711896517,
1.088950596967366,0.06428001909546277,-1.0777447779293061,,0.6795977489346758
-0.7303666317171367,0.21645858958197486,0.045571839903813784,,
0.6339190223180112,-2.025142586657607,0.18645431476942764,-0.661786464768388,
-0.7925207384327007,-0.11473644146689901,0.5049872789804571,,
-0.3345012358409484,-0.4749453111609562,-0.6533292325737119,1.7654542402810969,0.40498171096095553
-1.2608839543350452,0.9178619470547761,2.1221561970126332,1.0324652605511468,
-0.48423407286625136,1.2669111491866227,-0.7076694656187807,0.44381942814622843,
-0.926930471578083,-0.05952535606180008,-3.2412673400690726,,-0.2525681513931603
-1.2477831819648495,1.6324113039316352,-1.4301413779606327,-0.44004448669698376,
1.4412732890661155,-1.4358621511794394,1.1631637521549596,,-0.9815086510479509
0.46210347426327075,0.19905969557347003,-0.6002168771587947,,-0.3853135968617602
0.11351734525124804,0.6621306745210467,1.586016816145352,,
-1.9520877995225019,-0.15178509503558332,0.5883172064845765,0.28099186773503265,
-0.20812225035727522,-0.4930009346588328,-0.5893647569442115,,0.35701548596504734
-0.6929095952606542,0.8995998754332507,0.30729952087660933,0.8128621188389601,0.6296288419236122
-0.8289950109220723,-0.5601810401969696,0.7472936051232618,0.6103702654334648,-0.020901593964148132
0.117327383308782,1.277664895788425,-0.5915713888358299,0.5470973811700379,-0.20219265243389406
-0.2176812032272203,1.09877685198719,0.8254163489880298,0.8135096360006385,1.305478807154329
0.02100384163275905,0.6819529712949639,-0.31026675659345604,,-0.13014305436768459
0.09699596499271819,0.5951570254369136,-0.8182206832334725,2.0923872756854602,
-1.2141886127877322,1.1581108735000678,0.7916626939629359,0.6241198170521551,
-0.012246772846914623,-0.8972543714858315,0.07580455819372633,-0.6771617115121117,
-0.14705738150213865,-0.8254971967925115,-0.32138584165299344,0.41293145427562433,
-0.8222203955664315,0.2436872114919123,0.24496657110872277,-0.5069431753711298,-0.4710383056183228
0.2320499373576363,-1.4480843414973241,-1.4074637743765552,,-0.21344715171184725
0.3109075655980046,1.475356216949552,0.8576596232020194,,-0.01901620790268883
-1.0025293646378088,-0.01851313599238993,-0.2886586389201383,,
0.5193465142411723,1.5327389130025777,-0.1087601484568576,,0.6901439917111125
-0.40122047188583626,0.22409248181041677,0.01259240078179486,0.09767609854883172,-0.7730097838554665
0.024510174258942714,0.49799829124544975,1.4511436077950417,,
-0.7673475628880495,0.8723206367206782,0.18334200573835174,2.1898029332176723,
-0.8397218421807761,-0.5993926454440222,-2.123895724309807,,-0.759132661553698
0.15039378647620763,0.34175597577715944,1.8761708392158862,0.9504238381860503,
-0.898414671348358,0.4919191715065057,-1.3202332070206422,,
-0.4691756521047048,-1.7131345290908775,1.3538723741654128,,1.2378163119734618
-1.594427658794367,-0.5993750229537729,0.005243699718183166,0.046980593764742055,
0.6228499323474987,-1.0676204293825944,-0.1423794850212935,0.12029563171189886,
0.7116148780888898,-1.1246420918378692,-1.5341141707356223,,0.33231401197959165
-0.7484865365565536,1.551151975522523,0.11567463429285867,,
2.060747924881987,1.7553408424432044,-0.2489641484790735,,
1.3686315575323487,-0.9649234605801045,0.6860514599984393,1.0584244868495878,
-1.183258512665775,-2.0392321777601006,-0.26940683444455776,0.7175422557959623,
0.07409478041977519,1.6286155455712918,-1.3801014582148914,,-0.05554769889661878
0.3840654489393073,-0.03269474809409311,-2.0674421000398766,-0.08912003951278841,-1.3044695005048532
0.6696725488300385,0.36659824609684827,-0.9398797863273552,-0.5138669173366935,-1.0592135218889516
-0.06267909727317188,0.9551423205012383,-0.9857260463355437,,
-0.7928728322623442,-0.10703035995455783,-1.035242322419374,,
1.9647251329163893,0.03526355197172861,-0.6997255079925856,0.213979910734222,
-0.22096959953322298,0.6141667000434252,0.7575077100473051,,
-0.275051697151644,-2.301921164735585,-1.5151910621985523,,
-0.24903603955637832,0.5765569630557664,0.3112501545435361,3.0788808084552377,
-0.12791759148076653,-0.9555404406004258,-1.6064463202575725,,-0.7563507452843033
-1.4222537095976742,-0.6465728842425266,-1.081548003614395,1.6871416350725648,0.8816397569494505
-0.007972641316617372,1.4799441388900259,0.0773683076476183,-0.8612842013282637,1.5231240772696573
0.5389100436846587,-1.0372461543264564,-0.1903386780836082,-0.8756182533847572,
